game_id,game_name,scenario_id,scenario_name,access_score,provider_viability,equity_score,fiscal_control,hospital_pressure,gaming_risk,system_welfare,equilibrium_label,mechanism_summary,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
G14,Data observability game,S0,Status quo tight control,26.96,36.76,61.16,65.77,91.98,47.77,31.98,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",535,0.063,0.327,0.229,0.668,0.278,0.299,0.848,0.151,0.565,0.407,0.632,0.58,0.415,0.29,0.195,0.624,0.0,0.923,0.853,0.385,0.0,0.282,0.32
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",63.86,53.83,55.12,57.03,43.57,29.77,52.5,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",79,0.838,0.562,0.842,0.0,0.623,0.552,0.826,0.535,0.628,0.277,0.352,1.0,0.31,0.117,0.593,0.586,0.059,0.806,0.452,0.374,1.0,0.288,0.499
G11,KPI salience game,S4,"Loose benefits, weak controls",72.33,71.69,67.8,66.79,46.31,34.76,61.35,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",335,0.902,0.625,0.716,0.143,0.677,0.609,0.665,0.623,0.547,0.165,0.413,0.876,0.275,0.096,0.684,0.637,0.0,0.717,0.297,0.214,0.92,0.166,0.122
G5,PHO intermediation game,S3,Full upstream access architecture,72.56,74.87,81.02,77.03,30.62,21.02,71.41,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,249,0.768,0.743,0.825,0.141,0.869,0.684,0.673,0.935,0.375,0.86,1.0,0.851,0.87,0.753,0.817,0.709,0.0,0.585,0.823,0.88,0.936,0.626,0.827
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",74.28,69.71,69.72,54.64,44.91,29.62,60.9,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,388,0.873,0.736,0.871,0.138,0.804,0.742,0.832,0.507,0.579,0.548,0.525,0.86,0.179,0.173,0.555,0.62,0.017,0.862,0.316,0.198,0.945,0.191,0.231
G4,Consumer access pathway game,S1,Capitation reweighting only,42.05,48.72,63.07,73.0,74.65,22.56,47.05,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",200,0.337,0.809,0.32,0.744,0.267,0.161,0.879,0.458,0.583,0.441,0.635,0.682,0.288,0.277,0.266,0.69,0.116,0.708,0.753,0.525,0.096,0.46,0.423
G1,Hospital-salience budget game,S2,Primary Care Benefits Schedule,62.69,57.41,65.7,57.26,42.21,25.15,56.21,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",760,0.911,0.759,0.608,0.209,0.426,0.571,0.729,0.52,0.487,0.582,0.567,0.52,0.69,0.405,0.68,0.618,0.179,0.654,0.61,0.633,0.964,0.465,0.543
G13,Political economy game,S0,Status quo tight control,37.4,41.71,61.89,75.42,69.96,16.02,46.49,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,250,0.0,0.389,0.189,0.698,0.132,0.162,0.969,0.339,0.652,0.461,0.528,0.678,0.263,0.177,0.107,0.518,0.111,0.868,0.796,0.53,0.001,0.221,0.18
G2,Health NZ internal allocation game,S2,Primary Care Benefits Schedule,52.91,55.69,61.0,72.29,47.41,30.39,53.16,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,226,0.714,0.785,0.585,0.19,0.551,0.499,0.766,0.478,0.39,0.677,0.726,0.567,0.6,0.414,0.449,0.636,0.129,0.562,0.665,0.584,0.795,0.488,0.592
G12,Equity and trust game,S4,"Loose benefits, weak controls",66.6,75.94,40.22,63.98,50.21,26.14,54.95,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",947,0.99,0.585,0.853,0.116,0.741,0.82,0.682,0.454,0.746,0.279,0.417,0.684,0.311,0.126,0.574,0.645,0.0,0.755,0.36,0.168,0.976,0.331,0.209
G12,Equity and trust game,S4,"Loose benefits, weak controls",61.68,74.17,38.24,65.62,54.02,26.85,52.45,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",36,0.872,0.585,0.896,0.0,0.506,0.66,0.609,0.449,0.646,0.194,0.435,0.801,0.256,0.21,0.707,0.623,0.0,0.834,0.475,0.232,1.0,0.261,0.375
G11,KPI salience game,S0,Status quo tight control,32.25,38.12,61.64,77.53,77.03,12.24,44.42,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",553,0.0,0.184,0.284,0.484,0.157,0.215,0.992,0.261,0.813,0.389,0.484,0.608,0.315,0.124,0.251,0.663,0.104,0.894,0.747,0.639,0.276,0.379,0.234
G7,Ambulance conveyance game,S4,"Loose benefits, weak controls",52.86,49.47,57.17,68.25,77.91,24.52,47.24,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",909,0.841,0.46,0.963,0.102,0.874,0.783,0.588,0.426,0.638,0.306,0.506,0.945,0.216,0.032,0.554,0.548,0.114,0.815,0.297,0.266,0.981,0.154,0.275
G1,Hospital-salience budget game,S0,Status quo tight control,29.78,26.77,56.0,78.22,82.24,19.67,38.5,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",914,0.073,0.169,0.233,0.747,0.184,0.228,0.992,0.336,0.666,0.339,0.473,0.564,0.377,0.163,0.219,0.724,0.176,0.855,0.655,0.439,0.102,0.323,0.326
G13,Political economy game,S2,Primary Care Benefits Schedule,67.66,68.02,75.35,75.79,56.69,25.55,62.87,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,413,0.747,0.811,0.716,0.272,0.56,0.55,0.685,0.749,0.419,0.728,0.574,0.562,0.616,0.565,0.443,0.591,0.003,0.507,0.706,0.638,0.961,0.632,0.688
G2,Health NZ internal allocation game,S1,Capitation reweighting only,36.53,20.88,61.05,84.13,63.88,27.81,42.61,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,620,0.16,0.619,0.377,0.599,0.274,0.285,0.838,0.501,0.47,0.362,0.805,0.573,0.337,0.258,0.287,0.735,0.152,0.792,0.677,0.631,0.075,0.294,0.286
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",63.68,53.72,58.97,54.62,43.63,32.31,52.38,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",247,0.879,0.65,0.779,0.0,0.505,0.62,0.801,0.496,0.711,0.346,0.469,0.875,0.285,0.068,0.653,0.633,0.115,0.865,0.349,0.306,1.0,0.14,0.211
G7,Ambulance conveyance game,S4,"Loose benefits, weak controls",50.83,49.91,58.98,69.1,79.39,22.76,47.42,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",491,0.778,0.704,0.958,0.207,0.807,0.59,0.692,0.508,0.547,0.157,0.508,0.846,0.212,0.25,0.532,0.642,0.117,0.88,0.328,0.277,0.882,0.117,0.271
G8,Scope-of-practice supply game,S3,Full upstream access architecture,76.83,74.1,81.98,72.57,44.44,11.22,71.71,scope-enabled supply equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",767,0.897,0.919,0.773,0.288,0.978,0.671,0.661,0.772,0.399,0.892,0.886,0.688,0.86,0.935,0.79,0.625,0.0,0.45,0.827,0.821,0.808,0.721,0.865
G9,Telehealth/local-supply game,S3,Full upstream access architecture,77.62,66.07,81.19,75.42,44.75,19.84,69.23,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,268,0.784,0.678,0.744,0.12,0.687,0.803,0.688,0.803,0.414,0.717,0.652,0.831,0.756,0.825,0.772,0.693,0.0,0.427,0.811,0.701,0.866,0.854,0.951
G14,Data observability game,S4,"Loose benefits, weak controls",60.58,61.05,64.9,65.74,63.16,39.61,52.09,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",941,0.765,0.676,0.994,0.166,0.865,0.735,0.698,0.45,0.653,0.198,0.551,0.974,0.362,0.208,0.757,0.687,0.0,0.771,0.271,0.344,0.791,0.189,0.319
G4,Consumer access pathway game,S4,"Loose benefits, weak controls",65.38,65.89,65.04,60.7,58.33,28.9,56.03,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",921,0.827,0.623,0.894,0.136,0.664,0.776,0.668,0.447,0.484,0.434,0.532,1.0,0.32,0.229,0.599,0.439,0.002,0.79,0.461,0.158,0.844,0.383,0.385
G9,Telehealth/local-supply game,S2,Primary Care Benefits Schedule,65.63,54.88,72.13,77.11,55.66,22.21,60.21,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,312,0.637,0.827,0.545,0.184,0.583,0.274,0.745,0.604,0.435,0.503,0.678,0.705,0.597,0.58,0.374,0.523,0.028,0.734,0.731,0.727,0.691,0.563,0.599
G9,Telehealth/local-supply game,S4,"Loose benefits, weak controls",66.59,41.01,51.77,78.4,63.09,34.41,50.5,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,980,0.905,0.574,0.872,0.174,0.584,0.755,0.768,0.505,0.404,0.207,0.373,0.885,0.38,0.198,0.468,0.624,0.0,0.795,0.504,0.329,1.0,0.331,0.333
G5,PHO intermediation game,S4,"Loose benefits, weak controls",77.97,78.87,53.06,63.88,32.98,42.37,60.96,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,245,0.86,0.522,1.0,0.0,0.544,0.67,0.593,0.355,0.682,0.247,0.523,0.853,0.246,0.248,0.526,0.611,0.017,0.67,0.317,0.12,0.945,0.372,0.268
G11,KPI salience game,S0,Status quo tight control,33.72,39.64,61.0,75.85,76.0,13.25,44.63,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",898,0.052,0.192,0.213,0.594,0.19,0.193,0.787,0.225,0.532,0.125,0.561,0.624,0.309,0.038,0.298,0.66,0.255,1.0,0.811,0.577,0.0,0.226,0.311
G4,Consumer access pathway game,S3,Full upstream access architecture,78.35,70.67,75.67,64.7,48.04,15.18,67.49,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",892,0.872,0.884,0.666,0.272,0.714,0.833,0.591,0.682,0.418,0.73,0.739,0.602,0.672,0.883,0.848,0.682,0.003,0.546,0.78,0.899,0.8,0.742,0.89
G7,Ambulance conveyance game,S3,Full upstream access architecture,64.41,61.34,74.19,74.55,60.23,11.05,62.4,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",982,0.772,0.848,0.705,0.236,0.767,0.794,0.635,0.895,0.285,0.767,0.815,0.793,0.921,0.626,0.646,0.857,0.0,0.615,0.815,0.845,0.822,0.757,0.891
G12,Equity and trust game,S4,"Loose benefits, weak controls",58.87,73.32,35.54,68.43,56.34,24.9,51.45,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",467,0.821,0.591,0.932,0.081,0.559,0.798,0.724,0.619,0.679,0.184,0.34,0.843,0.452,0.239,0.664,0.591,0.005,0.655,0.347,0.307,0.91,0.28,0.243
G3,Capitation marginal-supply game,S2,Primary Care Benefits Schedule,79.67,77.1,69.2,68.25,35.81,14.26,70.11,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",260,0.7,0.742,0.545,0.297,0.564,0.486,0.742,0.647,0.508,0.469,0.742,0.675,0.574,0.566,0.543,0.655,0.04,0.78,0.664,0.756,0.951,0.515,0.68
G12,Equity and trust game,S3,Full upstream access architecture,82.27,81.06,84.04,75.41,32.75,13.35,76.7,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",969,0.902,0.909,0.819,0.103,0.814,0.805,0.816,0.887,0.422,0.942,0.819,0.789,0.857,0.785,0.772,0.657,0.0,0.593,1.0,0.945,0.823,0.831,0.944
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",63.71,73.89,50.13,59.3,54.78,28.67,54.01,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,276,0.924,0.677,0.837,0.0,0.686,0.75,0.64,0.405,0.715,0.288,0.332,0.863,0.252,0.188,0.495,0.689,0.0,0.783,0.413,0.278,0.988,0.32,0.234
G12,Equity and trust game,S1,Capitation reweighting only,46.12,49.22,57.99,76.18,61.4,18.73,50.27,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",753,0.147,0.77,0.256,0.581,0.273,0.33,0.859,0.475,0.537,0.438,0.612,0.738,0.444,0.339,0.22,0.52,0.138,0.691,0.733,0.612,0.1,0.325,0.395
G7,Ambulance conveyance game,S0,Status quo tight control,35.58,47.85,58.98,67.52,85.3,18.16,42.49,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",477,0.005,0.354,0.333,0.619,0.03,0.234,0.938,0.199,0.768,0.327,0.624,0.485,0.361,0.181,0.33,0.698,0.262,0.758,0.737,0.568,0.098,0.278,0.12
G12,Equity and trust game,S3,Full upstream access architecture,71.7,72.28,76.52,76.49,41.09,12.9,69.61,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",719,0.679,0.739,0.683,0.298,0.741,0.786,0.622,0.925,0.311,0.747,0.715,0.481,0.852,0.783,0.794,0.746,0.0,0.535,0.773,0.754,0.765,0.746,0.973
G9,Telehealth/local-supply game,S1,Capitation reweighting only,44.43,38.33,58.92,77.86,73.1,25.65,45.47,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,46,0.115,0.652,0.209,0.587,0.167,0.269,0.827,0.324,0.508,0.495,0.583,0.518,0.345,0.32,0.377,0.795,0.122,0.806,0.675,0.692,0.003,0.517,0.316
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",70.41,70.25,61.1,55.16,48.49,30.04,57.54,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,533,0.877,0.568,1.0,0.117,0.68,0.743,0.734,0.461,0.6,0.414,0.36,1.0,0.393,0.156,0.548,0.574,0.049,0.856,0.365,0.183,0.915,0.323,0.41
G10,Co-payment calibration game,S0,Status quo tight control,43.61,52.72,52.54,75.96,71.32,10.84,49.0,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,419,0.049,0.243,0.093,0.72,0.217,0.168,1.0,0.216,0.706,0.247,0.51,0.617,0.426,0.243,0.223,0.585,0.067,0.933,0.725,0.393,0.019,0.383,0.213
G13,Political economy game,S1,Capitation reweighting only,51.22,53.08,76.72,77.23,62.49,19.07,56.5,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,989,0.238,0.758,0.334,0.779,0.297,0.274,0.867,0.523,0.511,0.565,0.912,0.599,0.417,0.288,0.339,0.721,0.19,0.843,0.769,0.668,0.112,0.495,0.374
G4,Consumer access pathway game,S0,Status quo tight control,30.85,39.18,57.19,78.58,83.17,22.87,40.66,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",54,0.025,0.358,0.246,0.687,0.095,0.183,0.913,0.229,0.664,0.374,0.566,0.532,0.222,0.149,0.234,0.586,0.128,0.789,0.851,0.44,0.0,0.528,0.188
G7,Ambulance conveyance game,S3,Full upstream access architecture,70.05,61.48,78.17,75.28,55.3,10.0,65.89,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",117,0.848,0.818,0.703,0.018,0.91,0.687,0.661,1.0,0.409,0.74,0.869,0.737,0.824,0.779,0.736,0.679,0.011,0.413,0.831,0.797,0.712,0.788,0.819
G14,Data observability game,S4,"Loose benefits, weak controls",61.88,60.88,60.14,62.92,67.63,42.11,49.79,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",105,0.843,0.692,0.936,0.174,0.759,0.721,0.607,0.373,0.641,0.247,0.415,0.933,0.225,0.139,0.724,0.721,0.019,0.696,0.536,0.334,1.0,0.305,0.311
G3,Capitation marginal-supply game,S2,Primary Care Benefits Schedule,86.4,84.32,70.11,63.76,32.16,16.5,72.8,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",460,0.805,0.711,0.789,0.137,0.757,0.509,0.838,0.484,0.548,0.56,0.698,0.651,0.657,0.444,0.375,0.663,0.133,0.672,0.769,0.677,0.863,0.559,0.636
G4,Consumer access pathway game,S2,Primary Care Benefits Schedule,66.18,62.19,70.2,66.68,57.44,21.06,59.34,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",578,0.635,0.663,0.753,0.201,0.487,0.458,0.936,0.619,0.565,0.633,0.768,0.682,0.505,0.658,0.555,0.607,0.1,0.503,0.803,0.527,0.822,0.534,0.653
G11,KPI salience game,S0,Status quo tight control,36.64,41.06,62.66,75.84,73.52,14.7,46.15,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",339,0.05,0.074,0.342,0.572,0.224,0.34,0.876,0.2,0.609,0.324,0.485,0.568,0.283,0.345,0.185,0.555,0.064,0.919,0.681,0.604,0.08,0.358,0.253
G6,ACC/Health NZ cross-funder game,S1,Capitation reweighting only,39.58,46.54,68.22,63.28,68.58,24.75,45.8,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,79,0.208,0.803,0.241,0.662,0.385,0.159,0.897,0.374,0.624,0.449,0.887,0.633,0.476,0.383,0.474,0.759,0.136,0.954,0.706,0.625,0.052,0.415,0.334
G14,Data observability game,S2,Primary Care Benefits Schedule,61.98,59.77,78.41,73.39,58.68,29.43,59.06,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",41,0.701,0.673,0.614,0.256,0.575,0.495,0.774,0.58,0.343,0.646,0.786,0.513,0.598,0.641,0.499,0.699,0.209,0.585,0.713,0.658,0.986,0.686,0.571
G3,Capitation marginal-supply game,S2,Primary Care Benefits Schedule,79.8,78.64,72.64,67.44,35.21,16.13,70.79,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",246,0.674,0.767,0.522,0.362,0.562,0.448,0.834,0.546,0.552,0.618,0.661,0.708,0.548,0.432,0.607,0.677,0.103,0.603,0.691,0.636,0.83,0.418,0.84
G14,Data observability game,S3,Full upstream access architecture,84.89,80.24,90.73,80.9,25.79,16.54,80.15,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",931,0.951,0.731,0.672,0.16,0.944,0.964,0.68,0.904,0.292,0.775,0.895,0.624,0.854,0.712,0.623,0.811,0.0,0.549,0.907,0.817,0.84,0.802,0.846
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",66.9,55.04,58.21,53.14,39.64,32.93,53.53,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",185,0.943,0.764,0.886,0.178,0.508,0.745,0.772,0.524,0.628,0.266,0.487,0.998,0.17,0.318,0.632,0.733,0.0,0.932,0.422,0.314,0.915,0.2,0.414
G8,Scope-of-practice supply game,S2,Primary Care Benefits Schedule,65.95,64.28,71.8,71.66,58.14,11.59,62.51,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",428,0.769,0.855,0.632,0.253,0.619,0.535,0.659,0.448,0.385,0.58,0.773,0.643,0.589,0.454,0.487,0.464,0.214,0.548,0.695,0.801,0.883,0.533,0.488
G5,PHO intermediation game,S4,"Loose benefits, weak controls",76.95,78.45,51.12,65.37,33.95,39.9,60.74,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,273,1.0,0.617,0.949,0.214,0.734,0.695,0.649,0.438,0.762,0.37,0.491,0.995,0.235,0.07,0.604,0.733,0.0,0.855,0.262,0.219,0.971,0.203,0.273
G4,Consumer access pathway game,S4,"Loose benefits, weak controls",62.61,70.1,53.91,64.37,62.14,24.65,54.46,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",68,0.942,0.705,0.978,0.074,0.739,0.663,0.605,0.5,0.621,0.28,0.391,0.885,0.426,0.346,0.568,0.803,0.0,0.725,0.425,0.369,0.937,0.329,0.359
G7,Ambulance conveyance game,S3,Full upstream access architecture,73.5,64.16,77.74,73.7,49.15,11.81,67.49,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",891,0.738,0.748,0.775,0.149,0.831,0.808,0.589,0.819,0.413,0.789,0.709,0.742,0.804,0.888,0.795,0.667,0.055,0.647,0.979,0.841,0.785,0.78,0.999
G14,Data observability game,S2,Primary Care Benefits Schedule,54.71,55.94,75.41,73.63,63.33,29.89,54.99,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",206,0.625,0.782,0.526,0.123,0.484,0.346,0.589,0.546,0.467,0.737,0.66,0.63,0.46,0.5,0.529,0.639,0.042,0.683,0.809,0.687,0.733,0.631,0.527
G9,Telehealth/local-supply game,S4,"Loose benefits, weak controls",65.98,36.58,45.87,78.77,67.81,39.95,46.65,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,389,0.911,0.686,0.843,0.255,0.665,0.684,0.87,0.479,0.623,0.294,0.328,0.97,0.226,0.236,0.591,0.532,0.0,0.8,0.359,0.337,1.0,0.358,0.338
G10,Co-payment calibration game,S3,Full upstream access architecture,85.43,61.38,90.88,49.88,34.5,18.44,69.79,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,816,0.822,0.701,0.907,0.129,0.802,0.706,0.533,0.869,0.256,0.813,0.758,0.683,0.998,0.735,0.764,0.562,0.004,0.624,0.964,0.734,0.866,0.589,1.0
G3,Capitation marginal-supply game,S3,Full upstream access architecture,88.9,88.83,84.59,63.52,27.77,11.92,78.89,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",789,0.916,0.832,0.73,0.154,0.731,0.772,0.699,0.89,0.399,0.873,0.817,0.625,0.65,0.677,0.692,0.767,0.07,0.405,0.772,0.916,0.809,0.783,0.753
G9,Telehealth/local-supply game,S0,Status quo tight control,42.74,36.76,58.76,78.04,74.65,26.42,44.35,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,873,0.022,0.429,0.171,0.779,0.253,0.254,0.95,0.292,0.719,0.351,0.598,0.544,0.364,0.292,0.213,0.717,0.08,0.763,0.597,0.66,0.023,0.29,0.115
G9,Telehealth/local-supply game,S3,Full upstream access architecture,73.44,69.91,89.47,75.39,44.64,14.9,71.47,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,847,0.79,0.881,0.859,0.23,0.93,0.813,0.679,0.658,0.427,0.776,0.969,0.574,0.854,0.843,0.813,0.86,0.0,0.642,0.79,0.922,0.919,0.768,0.805
G9,Telehealth/local-supply game,S4,"Loose benefits, weak controls",66.31,35.74,45.05,77.68,67.91,41.56,45.91,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,621,0.928,0.7,0.818,0.097,0.704,0.563,0.588,0.528,0.662,0.359,0.319,0.979,0.204,0.225,0.645,0.654,0.0,0.919,0.414,0.209,0.945,0.176,0.359
G4,Consumer access pathway game,S4,"Loose benefits, weak controls",51.61,66.02,47.69,65.97,70.7,27.74,47.81,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",512,0.847,0.465,0.815,0.107,0.806,0.867,0.671,0.6,0.74,0.265,0.353,0.951,0.378,0.195,0.57,0.552,0.0,0.733,0.301,0.182,1.0,0.276,0.132
G7,Ambulance conveyance game,S3,Full upstream access architecture,67.77,59.67,79.61,73.45,56.79,12.09,64.32,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",468,0.847,0.91,0.806,0.186,0.825,0.863,0.652,0.791,0.358,0.668,0.937,0.626,0.827,0.83,0.695,0.586,0.0,0.543,0.866,0.854,0.827,0.764,0.991
G12,Equity and trust game,S1,Capitation reweighting only,47.07,48.58,66.39,77.92,59.67,18.42,52.89,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",118,0.074,0.67,0.211,0.453,0.208,0.225,0.833,0.465,0.524,0.378,0.837,0.513,0.28,0.354,0.293,0.517,0.228,0.839,0.852,0.752,0.0,0.414,0.346
G10,Co-payment calibration game,S2,Primary Care Benefits Schedule,72.77,68.94,72.47,64.36,46.11,14.51,65.24,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,628,0.791,0.818,0.641,0.262,0.541,0.457,0.818,0.588,0.635,0.621,0.642,0.504,0.585,0.532,0.589,0.75,0.115,0.44,0.79,0.796,0.719,0.528,0.644
G7,Ambulance conveyance game,S0,Status quo tight control,35.5,48.34,57.82,68.96,85.57,16.81,42.77,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",19,0.081,0.344,0.223,0.618,0.038,0.105,0.96,0.319,0.8,0.33,0.475,0.512,0.441,0.371,0.307,0.749,0.071,0.874,0.801,0.621,0.054,0.291,0.228
G4,Consumer access pathway game,S0,Status quo tight control,30.59,40.23,53.78,79.96,84.29,22.4,40.2,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",154,0.004,0.162,0.326,0.773,0.019,0.172,0.966,0.247,0.69,0.258,0.627,0.519,0.409,0.261,0.261,0.635,0.13,0.871,0.758,0.389,0.0,0.211,0.253
G5,PHO intermediation game,S4,"Loose benefits, weak controls",80.25,80.83,46.53,65.67,32.12,38.21,61.7,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,163,0.897,0.692,0.91,0.0,0.628,0.668,0.662,0.395,0.584,0.227,0.404,0.837,0.212,0.12,0.61,0.519,0.025,0.725,0.467,0.342,0.983,0.257,0.304
G1,Hospital-salience budget game,S0,Status quo tight control,27.43,24.02,53.53,80.97,82.36,18.7,37.46,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",901,0.027,0.345,0.345,0.656,0.15,0.193,0.946,0.36,0.576,0.232,0.466,0.554,0.222,0.087,0.039,0.749,0.061,0.935,0.745,0.545,0.0,0.398,0.103
