scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S3,Full upstream access architecture,full hybrid upstream access architecture,75.82,70.94,80.36,74.15,37.53,14.41,71.18,67.52,63.29,72.93,69.3,79.59,11.11,3.33,66.58,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",965
S3,Full upstream access architecture,full hybrid upstream access architecture,75.11,70.74,79.55,70.82,39.2,17.23,69.42,68.36,62.78,69.69,64.48,76.11,13.86,3.24,64.57,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",966
S3,Full upstream access architecture,full hybrid upstream access architecture,75.43,70.92,82.93,70.3,37.97,17.58,70.3,68.36,65.78,70.02,66.75,77.52,14.29,4.0,65.1,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",967
S3,Full upstream access architecture,full hybrid upstream access architecture,76.86,71.58,82.47,71.1,36.61,16.34,71.28,69.1,66.03,71.24,67.99,72.46,11.28,3.6,65.61,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",968
S3,Full upstream access architecture,full hybrid upstream access architecture,76.24,72.1,84.93,72.37,37.42,15.49,72.01,71.21,68.62,72.37,65.17,77.78,11.25,2.91,67.62,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",969
S3,Full upstream access architecture,full hybrid upstream access architecture,73.23,68.39,85.29,73.54,40.74,15.82,70.27,66.36,70.16,69.64,64.34,72.97,12.51,3.2,64.97,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",970
S3,Full upstream access architecture,full hybrid upstream access architecture,73.49,68.88,81.47,74.9,39.32,13.8,70.39,69.5,63.52,74.16,64.54,77.27,9.22,2.83,66.54,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",971
S3,Full upstream access architecture,full hybrid upstream access architecture,76.49,72.91,79.52,69.57,38.68,16.09,70.24,70.62,63.74,69.42,63.51,72.71,12.83,3.23,64.59,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",972
S3,Full upstream access architecture,full hybrid upstream access architecture,73.64,68.49,84.16,72.95,39.77,15.9,70.16,66.14,68.44,69.96,66.01,72.08,13.0,3.5,64.64,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",973
S3,Full upstream access architecture,full hybrid upstream access architecture,75.22,71.53,81.27,70.07,40.12,16.61,69.82,72.92,64.91,69.74,60.18,73.28,13.56,3.47,64.55,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",974
S3,Full upstream access architecture,full hybrid upstream access architecture,75.76,71.7,83.67,71.64,38.55,16.25,71.1,68.17,67.05,72.34,64.48,80.6,12.16,3.15,66.54,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",975
S3,Full upstream access architecture,full hybrid upstream access architecture,73.62,69.44,82.11,70.96,40.68,18.55,68.91,66.49,64.97,66.35,63.53,70.59,16.49,4.15,61.92,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",976
S3,Full upstream access architecture,full hybrid upstream access architecture,71.39,66.78,85.01,73.25,42.43,16.13,69.05,65.14,70.17,69.59,61.36,71.89,12.45,3.24,63.83,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",977
S3,Full upstream access architecture,full hybrid upstream access architecture,74.13,69.29,83.71,72.09,39.96,15.77,70.19,66.84,66.34,72.73,62.65,78.03,10.33,3.55,65.03,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",978
S3,Full upstream access architecture,full hybrid upstream access architecture,75.02,70.7,80.04,71.63,38.9,15.93,69.92,70.26,62.87,71.76,63.51,76.62,12.08,3.37,65.23,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",979
S3,Full upstream access architecture,full hybrid upstream access architecture,78.82,73.39,83.35,71.29,36.01,15.02,72.7,72.45,66.67,70.5,68.28,74.01,12.04,2.91,67.36,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",980
S3,Full upstream access architecture,full hybrid upstream access architecture,74.28,69.06,82.57,71.37,39.74,15.76,69.84,65.99,66.0,72.39,65.08,75.67,10.88,3.23,65.23,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",981
S3,Full upstream access architecture,full hybrid upstream access architecture,74.25,70.14,80.19,70.62,40.71,17.22,68.97,68.0,63.23,68.84,60.97,73.37,14.35,3.42,63.06,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",982
S3,Full upstream access architecture,full hybrid upstream access architecture,77.76,73.32,81.56,70.92,36.92,14.9,71.83,71.92,64.73,73.55,65.23,76.85,10.03,2.95,67.2,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",983
S3,Full upstream access architecture,full hybrid upstream access architecture,72.13,66.61,83.66,73.98,40.97,15.22,69.43,61.46,68.25,72.5,62.76,75.14,10.8,4.18,63.0,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",984
S3,Full upstream access architecture,full hybrid upstream access architecture,74.56,70.07,84.1,71.08,39.07,17.5,70.16,67.83,67.61,69.75,62.88,79.03,14.39,3.68,64.9,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",985
S3,Full upstream access architecture,full hybrid upstream access architecture,75.65,71.09,78.52,70.78,38.34,17.29,69.51,69.1,60.12,69.47,65.88,75.13,14.59,3.97,63.67,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",986
S3,Full upstream access architecture,full hybrid upstream access architecture,73.96,68.29,79.93,72.68,39.15,15.86,69.33,64.97,64.11,72.13,66.66,75.61,11.01,3.6,64.54,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",987
S3,Full upstream access architecture,full hybrid upstream access architecture,78.07,72.32,81.14,70.62,36.68,16.52,71.33,72.0,65.73,69.64,67.25,72.82,13.3,3.55,65.86,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",988
S3,Full upstream access architecture,full hybrid upstream access architecture,77.45,72.34,82.29,71.84,37.04,14.97,71.86,70.22,66.22,71.73,65.45,76.61,10.94,3.04,66.57,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",989
S3,Full upstream access architecture,full hybrid upstream access architecture,74.1,70.95,80.28,70.27,41.18,15.19,69.33,69.16,63.69,69.27,58.85,71.91,11.9,3.78,62.51,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",990
S3,Full upstream access architecture,full hybrid upstream access architecture,72.39,68.11,83.32,72.53,41.34,15.36,69.36,65.52,66.93,71.96,60.78,76.64,11.58,3.75,63.84,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",991
S3,Full upstream access architecture,full hybrid upstream access architecture,73.2,68.14,80.89,72.58,40.07,16.92,68.96,66.53,65.26,70.37,63.44,77.03,13.18,3.59,64.24,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",992
S3,Full upstream access architecture,full hybrid upstream access architecture,75.24,70.45,82.11,72.81,37.83,15.76,70.79,69.19,65.08,73.48,67.04,79.06,10.54,3.39,66.82,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",993
S3,Full upstream access architecture,full hybrid upstream access architecture,75.15,71.14,82.49,72.65,38.24,13.51,71.29,68.37,66.03,74.39,64.83,76.75,8.48,3.51,66.07,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",994
S3,Full upstream access architecture,full hybrid upstream access architecture,71.15,65.45,83.97,74.72,41.38,14.19,69.28,63.82,68.75,75.61,62.95,80.33,9.0,3.86,65.39,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",995
S3,Full upstream access architecture,full hybrid upstream access architecture,74.3,70.06,84.21,73.03,40.46,14.71,70.78,68.54,67.93,70.91,62.04,73.27,11.75,3.49,64.65,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",996
S3,Full upstream access architecture,full hybrid upstream access architecture,72.98,67.79,83.15,73.21,40.67,16.26,69.49,64.54,67.03,72.19,63.23,76.57,11.52,3.81,64.14,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",997
S3,Full upstream access architecture,full hybrid upstream access architecture,77.7,72.59,85.56,70.39,35.97,16.38,72.33,68.58,69.38,71.09,69.06,78.02,12.05,3.46,67.16,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",998
S3,Full upstream access architecture,full hybrid upstream access architecture,76.65,71.45,79.99,72.93,37.55,14.24,71.23,68.84,63.17,74.43,66.85,81.15,10.24,3.2,67.02,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",999
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.87,66.57,53.57,62.47,52.07,34.16,54.3,64.16,36.74,43.23,52.5,35.56,43.89,15.62,32.71,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",0
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.62,66.28,53.55,61.29,53.91,35.02,53.27,63.64,37.55,41.27,47.8,34.87,45.01,16.08,30.72,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",1
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.42,65.43,55.35,61.52,53.17,35.91,53.44,61.59,37.57,41.77,53.01,35.79,43.47,15.95,31.71,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",2
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,69.4,67.9,61.77,61.86,49.31,36.6,56.89,65.14,43.81,42.83,56.55,41.31,45.81,15.03,36.38,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",3
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.6,68.39,53.83,60.68,51.93,35.28,54.38,65.92,36.41,42.51,52.49,34.24,44.77,16.17,32.21,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",4
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.29,64.45,54.2,62.86,53.56,34.7,53.09,62.62,35.59,43.36,52.7,35.82,42.88,15.32,32.53,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",5
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.92,66.04,54.31,62.11,53.14,34.08,53.9,64.53,36.52,41.94,51.16,34.31,42.99,14.26,33.39,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",6
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.72,67.84,56.29,62.44,51.27,35.08,55.3,65.14,39.98,44.28,51.21,37.64,44.62,16.96,32.42,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",7
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,60.93,62.28,51.13,65.73,56.4,32.95,51.52,57.21,33.55,44.79,48.57,37.38,41.83,16.22,29.52,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",8
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.72,64.0,53.84,64.07,54.18,35.21,52.82,61.72,36.49,43.02,52.04,35.85,43.39,15.78,31.79,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",9
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.95,65.78,55.24,61.25,54.59,36.22,53.04,62.89,38.89,39.53,49.08,30.32,45.38,17.55,28.61,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",10
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.36,64.8,54.34,63.2,54.35,33.54,53.37,60.87,36.95,44.5,50.83,37.77,41.88,15.07,32.68,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",11
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.26,68.14,54.66,62.23,51.78,35.1,54.76,64.96,37.56,43.71,53.15,38.11,45.45,17.85,31.41,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",12
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.19,68.06,56.48,59.86,52.21,37.34,54.52,66.16,38.21,41.99,51.66,35.75,45.07,16.79,31.88,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",13
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.79,68.25,54.96,62.55,50.42,33.11,55.88,66.96,37.27,45.65,54.12,35.79,41.93,15.25,34.81,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",14
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.89,67.45,56.29,60.39,52.7,36.71,54.14,64.64,39.92,41.26,48.86,38.14,45.64,17.26,30.88,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",15
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.93,66.86,51.96,60.5,53.58,38.9,52.31,65.78,34.89,38.95,49.43,33.85,50.57,18.57,28.0,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",16
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.39,65.29,56.01,62.49,54.03,36.33,53.53,63.17,39.74,42.25,49.77,35.45,45.65,16.93,30.87,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",17
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.33,67.3,56.03,61.36,52.12,35.31,54.69,64.81,38.06,42.85,50.12,36.64,43.26,14.61,33.66,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",18
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.97,66.06,57.24,62.07,51.84,35.46,54.76,63.04,40.58,44.02,52.23,39.75,42.19,13.96,35.45,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",19
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.17,68.4,54.81,60.05,52.09,38.54,54.04,67.28,39.1,39.02,53.21,30.71,48.64,17.47,30.67,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",20
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.66,63.9,53.31,62.79,55.2,33.67,52.57,58.47,36.2,42.28,47.71,32.91,40.77,16.51,28.7,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",21
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.05,65.93,61.04,63.77,51.09,32.9,56.47,63.84,43.45,46.02,52.65,41.58,39.06,12.73,38.16,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",22
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.12,67.57,51.53,61.71,52.9,35.61,53.3,64.52,35.15,42.19,49.46,34.41,45.76,17.93,29.16,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",23
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.72,64.78,55.94,63.98,53.41,32.87,54.21,61.47,38.54,46.01,49.47,39.91,41.12,15.74,32.76,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",24
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.55,68.32,54.79,62.51,51.97,33.53,55.21,65.14,36.47,45.87,50.25,40.81,42.58,16.56,32.74,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",25
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.93,66.98,55.23,63.6,51.58,33.06,55.22,64.65,38.17,44.63,50.92,37.45,41.78,16.07,32.85,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",26
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.54,64.94,54.96,63.27,53.56,34.75,53.76,61.95,38.15,42.53,51.63,32.62,42.44,15.28,32.04,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",27
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.87,66.92,55.89,62.92,51.32,36.4,54.93,65.23,39.83,42.24,54.76,35.57,44.96,15.8,33.65,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",28
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.38,66.66,50.5,60.84,53.68,38.28,51.96,65.04,32.89,40.3,49.0,36.12,49.31,17.19,29.33,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",29
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.27,66.56,56.95,62.79,52.68,33.34,54.99,63.29,40.59,43.41,50.49,34.17,42.44,16.82,31.41,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",30
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.59,64.17,55.06,64.41,54.44,34.17,53.29,60.55,39.03,44.68,51.39,36.56,43.98,17.42,30.63,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",31
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.76,67.74,55.09,60.06,51.7,35.31,54.5,66.51,37.72,42.76,50.92,35.89,43.39,16.23,32.46,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",32
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.75,65.65,52.55,62.53,54.4,34.71,52.9,63.26,35.43,43.32,48.34,36.85,45.1,16.27,30.88,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",33
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.94,67.42,54.73,62.64,51.98,34.24,54.75,66.01,36.86,43.73,52.33,35.41,43.44,15.51,33.36,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",34
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.19,67.25,56.69,60.72,52.17,36.14,54.51,66.34,40.3,42.43,50.85,38.62,43.7,15.31,34.07,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",35
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.59,65.06,53.12,60.84,53.72,38.69,52.23,62.76,36.36,38.28,52.4,31.25,48.0,16.29,29.96,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",36
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.16,66.21,56.8,62.29,52.68,35.48,54.39,64.71,38.64,42.9,50.65,35.96,43.98,15.18,33.2,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",37
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.52,66.94,57.1,60.8,53.25,37.71,53.94,65.81,40.85,40.82,49.31,35.55,48.23,17.59,30.67,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",38
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.11,67.35,55.34,64.05,51.26,34.67,55.2,65.29,37.63,44.96,55.09,39.86,44.86,17.48,32.81,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",39
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.72,66.77,57.55,64.41,50.92,32.33,56.29,64.05,40.13,47.17,53.97,40.67,39.44,13.84,36.94,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",40
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.95,67.97,56.76,62.94,49.55,34.5,56.21,66.52,38.91,45.05,55.82,38.64,41.73,14.88,35.97,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",41
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.16,66.37,56.6,58.82,52.42,38.68,53.49,63.65,39.88,39.62,50.9,35.49,47.53,16.98,30.64,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",42
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.95,65.5,57.54,64.47,52.21,32.89,55.29,61.66,40.87,44.44,52.64,36.44,40.77,15.66,33.2,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",43
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.0,64.85,49.96,62.84,54.92,36.15,51.7,63.6,32.94,41.53,50.89,34.44,45.03,15.29,31.35,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",44
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.71,67.28,55.62,59.35,51.79,38.36,53.84,65.78,39.88,39.09,52.25,33.55,47.48,15.92,32.16,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",45
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.39,65.13,55.75,62.39,53.49,34.49,53.83,62.66,38.18,43.74,50.53,37.08,41.51,15.09,33.0,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",46
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.45,67.41,56.41,61.84,51.37,33.86,55.28,64.86,39.59,45.13,52.61,37.37,41.39,15.09,34.61,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",47
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.55,66.16,55.25,62.8,52.61,34.47,54.43,63.8,38.23,42.81,53.37,35.61,44.58,15.75,32.87,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",48
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.0,66.17,52.63,60.49,54.84,37.04,52.23,63.57,36.26,39.18,48.25,31.29,48.44,17.56,28.16,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",49
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,62.59,63.02,51.7,64.71,55.82,34.7,51.83,61.51,35.29,43.21,49.61,33.09,43.88,16.79,29.66,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",50
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.76,65.42,53.63,63.76,53.63,34.63,53.44,61.6,36.49,42.58,50.81,35.62,44.79,16.76,30.38,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",51
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,63.82,62.32,59.07,65.36,53.62,32.79,54.44,57.95,42.73,43.65,51.08,36.5,39.45,14.33,33.44,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",52
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.31,65.62,54.79,64.92,53.0,32.16,54.63,62.28,37.62,47.38,51.33,36.72,40.23,16.23,32.61,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",53
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.4,67.72,58.98,61.57,51.28,34.72,55.69,66.54,41.0,44.17,49.94,39.75,42.72,14.13,35.75,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",54
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.26,68.35,55.68,63.4,51.98,33.98,55.4,66.12,38.19,44.1,50.95,35.3,43.93,16.46,32.44,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",55
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,66.37,66.47,52.56,61.7,52.83,35.61,53.41,64.95,35.16,41.67,51.71,35.1,45.3,16.5,31.18,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",56
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.8,66.59,57.92,61.39,51.21,35.73,55.16,65.05,40.8,42.7,49.96,35.76,41.73,14.37,34.27,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",57
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.1,66.2,58.04,63.09,51.44,32.75,55.73,61.09,41.62,45.9,52.5,39.71,38.73,14.35,35.23,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",58
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.81,67.36,51.19,61.26,52.44,35.83,53.61,63.64,34.12,42.82,51.5,34.91,44.29,15.64,31.7,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",59
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.63,68.42,61.57,60.64,50.64,37.42,56.17,66.76,44.9,42.04,53.55,37.11,44.7,14.78,35.85,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",60
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.74,65.12,58.87,65.35,51.89,33.56,55.54,63.86,41.64,44.53,52.43,38.41,42.67,15.03,34.76,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",61
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,64.26,64.11,55.8,64.14,53.65,32.8,53.94,59.2,37.55,44.97,51.8,36.92,38.98,14.6,33.05,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",62
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,65.92,66.54,51.62,60.66,54.01,38.4,52.24,65.59,35.16,38.9,51.81,30.46,49.77,18.21,28.43,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",63
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,69.01,68.36,54.2,62.88,49.76,35.08,55.59,65.58,36.49,44.46,53.72,42.38,45.77,15.86,34.22,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",64
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,68.62,68.86,57.39,62.74,50.2,33.72,56.43,66.47,39.9,46.1,53.83,38.56,41.46,14.71,36.09,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",65
S4,"Loose benefits, weak controls",demand-driven benefits with insufficient controls,67.61,67.16,57.35,62.34,51.44,35.16,55.33,62.79,40.57,43.98,52.43,37.13,43.61,15.77,33.27,"Shows why benefits cannot be loose: access rises, but fiscal/gaming/equity risks weaken viability.",66
