scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
P1,Capitation reweighting plus access target,unspecified architecture,39.95,39.47,67.13,80.26,69.56,18.2,48.49,21.02,51.25,65.19,34.03,59.77,12.28,12.2,31.88,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,804,0.083,0.7594,0.2952,0.5599,0.5713,0.4737,0.9534,0.6536,0.5347,0.4496,0.68,0.6334,0.4197,0.2946,0.2821,0.666,0.1222,0.7696,0.7791,0.659,0.0,0.5663,0.5045
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.17,47.06,63.57,78.06,66.15,17.95,50.94,35.77,45.37,65.49,33.95,55.47,15.88,11.56,34.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,884,0.2807,0.3049,0.3046,0.2002,0.3323,0.2914,0.9245,0.682,0.5971,0.4066,0.666,0.6287,0.4013,0.2657,0.3175,0.7437,0.1389,0.8509,0.7839,0.7714,0.792,0.3575,0.5479
P3,Full upstream access architecture,unspecified architecture,75.28,70.31,80.4,72.39,38.48,16.0,70.19,68.66,63.74,71.93,65.77,77.19,11.72,3.33,65.64,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,879,0.7548,0.7916,0.8405,0.2679,0.9145,0.8731,0.672,0.9014,0.2927,0.7739,0.7584,0.6306,0.8197,0.8639,0.7498,0.7359,0.0,0.4981,0.8978,0.8256,0.9325,0.7519,0.8951
P6,Ambulance alternatives only,unspecified architecture,42.84,40.99,65.41,82.33,64.65,16.51,50.56,21.72,46.37,69.29,48.68,59.55,10.45,11.65,35.82,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,930,0.0618,0.3866,0.343,0.5636,0.6001,0.8063,0.8469,0.6163,0.6627,0.5939,0.5477,0.6475,0.5453,0.2332,0.9477,0.7283,0.1158,0.7847,0.8685,0.8757,0.0115,0.4909,0.5525
P4,Benefits without adequate controls,unspecified architecture,65.91,66.07,59.56,65.03,52.13,30.27,56.41,61.75,41.59,48.34,51.09,44.61,37.65,13.15,37.45,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,314,0.8539,0.4914,0.7517,0.1521,0.6957,0.6939,0.7099,0.5423,0.6238,0.2719,0.5702,0.8423,0.2921,0.1187,0.535,0.8945,0.0676,0.6577,0.3736,0.3768,0.9728,0.4288,0.432
P8,Direct claims and PHO intermediation reform only,unspecified architecture,43.52,43.35,62.46,79.01,67.0,19.02,49.15,29.96,44.84,64.29,36.86,55.91,15.81,11.23,33.85,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,129,0.1341,0.419,0.2975,0.2142,0.3595,0.4522,0.8032,0.7074,0.537,0.3493,0.6142,0.6843,0.4289,0.0823,0.4684,0.7196,0.0529,0.8499,0.7918,0.6321,0.7281,0.4166,0.5031
P2,National Primary Care Benefits Schedule,unspecified architecture,67.29,65.54,77.87,70.85,47.62,20.7,64.13,62.75,61.81,63.35,53.13,63.18,18.35,7.14,53.52,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,660,0.6886,0.8138,0.897,0.1964,0.7852,0.5079,1.0,0.7722,0.4584,0.5791,0.9226,0.6293,0.587,0.6624,0.5097,0.6562,0.0,0.4784,0.8224,0.6019,0.7103,0.4835,0.6245
P5,ACC activity constraint shock,unspecified architecture,34.47,35.25,63.01,77.84,75.5,20.89,43.54,17.6,44.59,58.54,27.11,44.34,13.44,14.45,22.59,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,97,0.0495,0.3042,0.2446,0.5061,0.3651,0.4197,0.8858,0.3425,0.6749,0.5458,0.6396,0.623,0.4444,0.2761,0.2713,0.384,0.6095,0.8498,0.8665,0.5588,0.0351,0.3232,0.1488
P2,National Primary Care Benefits Schedule,unspecified architecture,66.45,64.66,75.97,70.39,48.68,19.24,63.35,57.91,60.08,62.78,53.15,64.02,18.19,6.93,52.19,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,828,0.7463,0.7553,0.641,0.3313,0.6618,0.4898,0.9549,0.6864,0.4994,0.6697,0.8536,0.5658,0.5949,0.4914,0.6497,0.7736,0.0499,0.6767,0.6361,0.7206,0.7887,0.6374,0.6889
P2,National Primary Care Benefits Schedule,unspecified architecture,64.31,62.85,73.89,73.59,49.89,17.14,62.75,58.58,56.71,68.06,51.14,66.82,14.57,6.45,53.31,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,105,0.6163,0.6695,0.6636,0.2555,0.5518,0.5803,0.909,0.7545,0.4926,0.5943,0.7684,0.7344,0.6053,0.7139,0.5661,0.6901,0.0528,0.5529,0.8247,0.811,0.8915,0.6114,0.6967
P2,National Primary Care Benefits Schedule,unspecified architecture,64.98,62.77,75.61,71.44,49.2,19.64,62.56,58.48,59.28,64.96,52.82,65.91,16.78,5.31,54.46,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,935,0.6114,0.8035,0.6769,0.2515,0.7497,0.4663,0.8322,0.6882,0.3782,0.5679,0.8182,0.5778,0.6395,0.6252,0.6228,0.6815,0.0497,0.5044,0.8446,0.6737,0.869,0.6747,0.5997
P1,Capitation reweighting plus access target,unspecified architecture,43.03,42.31,67.98,79.07,66.61,18.3,50.23,24.19,52.3,63.37,37.03,56.85,13.41,11.89,33.05,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,546,0.1861,0.7421,0.4744,0.6554,0.5898,0.4622,0.93,0.7347,0.5102,0.4572,0.7003,0.6184,0.4758,0.1321,0.3409,0.7397,0.1139,0.8085,0.7034,0.6144,0.0175,0.543,0.3541
P8,Direct claims and PHO intermediation reform only,unspecified architecture,47.17,47.31,58.77,77.05,65.21,19.23,49.93,35.08,40.28,63.99,37.03,54.37,16.4,11.28,34.03,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,951,0.2936,0.2852,0.3086,0.2096,0.4375,0.473,0.8694,0.6472,0.6372,0.4847,0.4281,0.5208,0.3609,0.1758,0.3582,0.6982,0.0929,0.9045,0.7891,0.6976,0.7625,0.4215,0.5017
P8,Direct claims and PHO intermediation reform only,unspecified architecture,49.36,48.71,64.1,76.58,63.7,18.12,52.3,37.6,46.12,64.36,37.21,54.48,14.85,9.78,37.35,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,866,0.3431,0.3358,0.3146,0.2278,0.3734,0.4319,0.9466,0.6409,0.5079,0.4701,0.6147,0.6026,0.6213,0.1947,0.3609,0.5749,0.0654,0.9635,0.7497,0.7823,0.9168,0.3876,0.5004
P0,Current source-informed baseline,unspecified architecture,38.91,39.82,61.57,77.29,70.76,20.07,46.0,22.63,43.02,60.79,32.01,48.63,13.2,12.87,27.27,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,590,0.1079,0.3422,0.4266,0.5749,0.3691,0.4089,0.8027,0.4118,0.6053,0.5437,0.5121,0.5787,0.4827,0.3023,0.4081,0.7879,0.115,0.8629,0.8617,0.6221,0.1058,0.3468,0.344
P8,Direct claims and PHO intermediation reform only,unspecified architecture,40.88,42.1,62.17,79.0,69.91,19.52,47.62,28.85,44.56,62.16,33.94,52.83,16.74,12.12,31.13,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,799,0.0739,0.4867,0.2666,0.2532,0.3423,0.3764,0.9065,0.5642,0.6929,0.4136,0.6154,0.5642,0.5463,0.3003,0.4695,0.5604,0.0895,0.8542,0.7394,0.6385,0.7521,0.3743,0.5235
P2,National Primary Care Benefits Schedule,unspecified architecture,66.67,63.86,77.16,70.71,48.97,19.45,63.51,58.42,62.42,65.35,49.47,68.32,17.09,7.0,52.98,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,295,0.6869,0.8882,0.6795,0.2828,0.7234,0.525,1.0,0.6938,0.3785,0.7617,0.7913,0.6895,0.6426,0.5776,0.3564,0.7609,0.0134,0.6658,0.8267,0.6941,0.8329,0.7003,0.6856
P0,Current source-informed baseline,unspecified architecture,38.28,38.11,61.04,77.8,71.53,20.53,45.3,19.34,42.73,60.19,31.84,51.0,13.48,12.73,26.67,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,804,0.0805,0.3604,0.2043,0.5964,0.4944,0.4392,0.7779,0.5146,0.5793,0.5145,0.483,0.7002,0.4894,0.2688,0.3075,0.6373,0.1566,0.8379,0.8015,0.5116,0.1153,0.4169,0.3936
P5,ACC activity constraint shock,unspecified architecture,35.67,36.43,62.33,79.5,73.62,19.09,44.82,19.13,44.51,61.58,28.87,48.45,12.82,13.59,25.41,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,952,0.0641,0.4615,0.4168,0.6675,0.3456,0.5024,0.9197,0.5048,0.587,0.4386,0.5776,0.5625,0.4712,0.301,0.2469,0.3506,0.5543,0.8156,0.8208,0.6268,0.0,0.3624,0.2433
P8,Direct claims and PHO intermediation reform only,unspecified architecture,47.66,47.27,67.8,75.7,64.81,20.28,51.67,36.22,50.27,62.08,36.17,53.27,16.37,10.07,36.57,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,408,0.2604,0.3648,0.3677,0.2731,0.3867,0.417,0.8852,0.5865,0.5753,0.6248,0.7017,0.6032,0.4267,0.3663,0.3585,0.8441,0.0742,0.909,0.8423,0.6263,0.8087,0.3313,0.4523
P8,Direct claims and PHO intermediation reform only,unspecified architecture,47.68,48.21,62.56,78.47,64.45,18.48,51.57,38.6,43.87,66.45,36.09,60.11,15.85,10.21,37.71,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,399,0.2454,0.345,0.4416,0.1817,0.5072,0.4098,0.8887,0.7337,0.6592,0.4524,0.5501,0.5329,0.4266,0.3151,0.2348,0.6648,0.1285,0.7518,0.8287,0.6857,0.825,0.5189,0.5819
P3,Full upstream access architecture,unspecified architecture,76.62,72.75,80.42,69.58,38.16,17.6,70.25,72.5,63.95,68.77,65.59,74.13,14.47,3.97,64.87,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,162,0.8636,0.9184,0.9055,0.2062,0.8148,0.9245,0.7288,0.7332,0.379,0.7516,0.7983,0.6992,0.8597,0.9309,0.7975,0.7325,0.0847,0.4987,0.8782,0.8052,0.8805,0.7551,0.8621
P1,Capitation reweighting plus access target,unspecified architecture,40.52,40.56,69.44,78.84,68.96,18.99,49.04,20.29,53.97,63.67,33.94,58.88,12.8,11.11,32.8,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,700,0.1467,0.735,0.2015,0.581,0.5272,0.4538,0.7897,0.6182,0.6434,0.5178,0.81,0.5197,0.3975,0.1407,0.299,0.6717,0.0796,0.7985,0.7997,0.5975,0.0,0.514,0.5143
P0,Current source-informed baseline,unspecified architecture,36.72,37.44,61.76,79.63,72.95,19.21,45.27,19.25,43.5,62.42,30.61,49.75,13.48,14.4,25.18,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,83,0.0337,0.3422,0.3256,0.5827,0.3968,0.4063,0.8896,0.414,0.6409,0.545,0.5501,0.6475,0.3703,0.2488,0.3806,0.6293,0.0794,0.8416,0.7933,0.7391,0.13,0.3593,0.4126
P0,Current source-informed baseline,unspecified architecture,38.37,38.26,64.75,76.77,71.39,20.52,46.01,19.79,46.15,59.26,30.61,49.24,14.03,13.65,25.78,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,581,0.124,0.2717,0.3322,0.6611,0.3277,0.4411,0.9084,0.5252,0.4564,0.4041,0.6937,0.6624,0.3977,0.2792,0.3058,0.6454,0.1293,0.947,0.8113,0.4892,0.0649,0.3757,0.2876
P2,National Primary Care Benefits Schedule,unspecified architecture,69.79,67.38,75.87,69.84,45.86,18.21,65.23,62.92,59.11,65.94,53.97,67.9,16.08,4.7,56.88,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,34,0.8233,0.7427,0.6008,0.2989,0.6968,0.6239,0.8096,0.6901,0.4183,0.6179,0.8089,0.7208,0.6897,0.7649,0.5116,0.6918,0.0382,0.5957,0.7753,0.7834,0.8052,0.6419,0.8067
P5,ACC activity constraint shock,unspecified architecture,36.65,36.66,63.86,79.38,73.4,19.15,45.47,18.98,45.71,59.82,29.64,44.5,13.46,14.53,23.91,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,532,0.061,0.3242,0.4667,0.706,0.3868,0.4354,0.9833,0.4378,0.5573,0.5176,0.6341,0.7435,0.5774,0.2004,0.3115,0.6107,0.5429,0.9449,0.6919,0.7121,0.1277,0.2996,0.2078
P4,Benefits without adequate controls,unspecified architecture,67.51,66.66,56.07,62.88,51.57,34.31,55.16,63.74,39.48,44.67,54.44,39.0,42.29,15.05,34.87,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,345,0.8983,0.7154,0.8001,0.1495,0.7815,0.7357,0.7975,0.489,0.6007,0.2794,0.4017,0.9786,0.2857,0.2146,0.676,0.6532,0.1073,0.7347,0.4225,0.2625,1.0,0.3448,0.2618
P0,Current source-informed baseline,unspecified architecture,35.17,35.41,65.35,80.04,73.5,19.04,45.29,15.33,47.01,61.2,29.9,48.8,13.48,13.44,25.24,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,759,0.0,0.3552,0.3177,0.7168,0.4016,0.4113,0.8075,0.496,0.5456,0.3682,0.7603,0.6266,0.3744,0.2473,0.3345,0.662,0.2251,0.9384,0.75,0.6538,0.0406,0.4836,0.1313
P1,Capitation reweighting plus access target,unspecified architecture,40.69,38.8,70.87,79.35,68.88,19.4,49.12,21.26,55.17,62.6,35.19,56.46,11.93,10.96,33.14,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,13,0.0346,0.7293,0.3356,0.5434,0.7423,0.5024,0.88,0.6286,0.4521,0.5215,0.7795,0.6167,0.4432,0.3565,0.2373,0.6533,0.087,0.7767,0.7973,0.5533,0.0282,0.4526,0.4306
P1,Capitation reweighting plus access target,unspecified architecture,40.02,37.57,70.62,79.64,69.27,19.94,48.55,18.02,55.3,62.08,37.62,55.84,12.18,12.25,31.41,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,227,0.0013,0.7613,0.35,0.5878,0.7876,0.5942,0.8868,0.5821,0.4705,0.476,0.8295,0.736,0.4647,0.0604,0.3661,0.6282,0.1607,0.7839,0.8024,0.5413,0.0,0.3538,0.5558
P3,Full upstream access architecture,unspecified architecture,77.31,72.53,81.3,69.92,37.47,17.74,70.73,72.18,65.04,68.22,66.17,72.77,14.9,3.61,65.16,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,811,0.8655,0.895,0.8607,0.096,0.9261,0.8355,0.5336,0.8319,0.339,0.6984,0.8595,0.7115,0.7965,0.8368,0.7605,0.7347,0.0,0.5555,0.836,0.7703,0.9065,0.7646,0.7157
P6,Ambulance alternatives only,unspecified architecture,41.36,38.91,64.12,81.64,66.1,17.37,49.0,19.78,45.61,69.17,44.42,58.76,10.77,11.04,34.74,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,936,0.0441,0.4228,0.3127,0.6063,0.4874,0.8121,0.7339,0.6372,0.5075,0.4791,0.5334,0.6774,0.4001,0.3094,0.7675,0.5467,0.1089,0.9033,0.9995,0.7813,0.044,0.4052,0.5252
P0,Current source-informed baseline,unspecified architecture,37.01,38.07,63.31,77.99,72.7,19.78,45.44,18.51,45.14,58.32,31.02,47.87,13.02,13.94,24.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,514,0.0773,0.3876,0.2873,0.614,0.3672,0.4495,0.9451,0.4216,0.6022,0.5065,0.6082,0.6139,0.5726,0.2304,0.3911,0.811,0.1335,0.838,0.6102,0.6244,0.0,0.4732,0.2989
P2,National Primary Care Benefits Schedule,unspecified architecture,68.36,67.07,74.9,70.59,47.48,17.81,64.55,62.79,59.17,65.59,52.48,66.73,16.64,6.23,54.76,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,659,0.8056,0.7938,0.6392,0.3226,0.7086,0.3064,0.9545,0.7182,0.4853,0.6343,0.8146,0.631,0.5973,0.5127,0.6012,0.7025,0.1332,0.5141,0.7037,0.8016,0.9601,0.6127,0.8016
P5,ACC activity constraint shock,unspecified architecture,35.87,36.43,62.96,78.76,73.51,20.36,44.67,18.83,44.46,57.72,29.33,43.02,14.33,12.74,24.71,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,565,0.0361,0.3223,0.401,0.7803,0.5506,0.3177,0.767,0.4963,0.6459,0.4963,0.6113,0.5888,0.4588,0.3504,0.2516,0.5052,0.4918,0.8256,0.7283,0.5227,0.1098,0.2683,0.139
P1,Capitation reweighting plus access target,unspecified architecture,39.96,39.29,64.41,79.31,68.8,19.26,47.6,18.46,48.86,63.27,37.27,55.01,12.8,12.13,30.55,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,591,0.0747,0.8223,0.3291,0.8349,0.645,0.3952,0.8301,0.6463,0.5776,0.4716,0.5603,0.676,0.4548,0.2575,0.4801,0.7332,0.0476,0.8497,0.8631,0.5489,0.0093,0.4347,0.3752
P3,Full upstream access architecture,unspecified architecture,79.29,74.61,85.84,71.23,35.04,13.87,73.93,73.53,69.55,73.43,68.53,77.54,8.98,2.62,69.6,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,291,0.9105,0.7688,0.789,0.2934,0.8645,0.8934,0.5559,0.857,0.3567,0.9309,0.9314,0.7152,0.9234,0.9052,0.8324,0.7908,0.0,0.4539,0.9219,0.9691,0.9703,0.7655,0.8115
P8,Direct claims and PHO intermediation reform only,unspecified architecture,46.64,47.07,64.19,76.98,66.03,19.75,50.71,34.72,47.07,63.03,34.68,55.53,16.78,10.9,34.97,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,359,0.246,0.4599,0.2652,0.2294,0.3945,0.4512,0.8871,0.6216,0.6698,0.5361,0.6267,0.5998,0.4677,0.178,0.2693,0.7268,0.0509,0.8399,0.7758,0.6511,0.853,0.3789,0.587
P5,ACC activity constraint shock,unspecified architecture,38.75,38.88,65.01,78.16,71.43,19.33,46.74,23.15,47.29,61.2,30.98,46.48,13.12,12.26,28.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,374,0.1767,0.3713,0.3597,0.4984,0.3034,0.5983,0.8119,0.4369,0.6358,0.5796,0.6675,0.5587,0.4138,0.2608,0.2954,0.2746,0.6141,0.8643,0.8197,0.7147,0.0934,0.2469,0.2811
P5,ACC activity constraint shock,unspecified architecture,34.91,35.43,60.29,78.05,75.36,21.0,43.14,19.14,41.16,58.18,28.06,44.46,14.01,14.68,22.27,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,95,0.0,0.2813,0.4538,0.4328,0.4282,0.5744,0.9998,0.309,0.5897,0.4385,0.5532,0.5505,0.4108,0.2138,0.2309,0.4845,0.4787,0.8617,0.8032,0.5779,0.0533,0.3108,0.2892
P4,Benefits without adequate controls,unspecified architecture,69.41,68.95,61.84,64.15,48.38,31.21,58.61,66.07,44.38,50.42,53.11,49.39,36.74,14.4,39.3,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,112,0.9296,0.5721,0.9482,0.1114,0.626,0.6829,0.7768,0.6388,0.7134,0.519,0.4788,0.945,0.4108,0.1808,0.5455,0.7544,0.0,0.7153,0.6058,0.2534,0.8915,0.495,0.3711
P1,Capitation reweighting plus access target,unspecified architecture,42.37,42.04,66.6,78.33,67.97,19.51,49.15,23.13,50.68,61.76,35.86,54.33,14.23,12.75,30.69,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,520,0.1738,0.7116,0.3488,0.6497,0.6042,0.5492,0.9607,0.6403,0.6034,0.4997,0.6716,0.7622,0.4791,0.1692,0.2861,0.7248,0.0,0.7514,0.7363,0.575,0.0077,0.4613,0.384
P3,Full upstream access architecture,unspecified architecture,77.25,72.65,81.65,71.49,36.86,14.31,71.8,71.06,65.25,73.22,65.1,79.38,10.4,3.0,67.25,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,32,0.9081,0.7735,0.8488,0.2261,0.79,0.8363,0.5966,0.8865,0.2628,0.7815,0.8214,0.7823,0.8272,0.7898,0.7292,0.7138,0.0,0.5134,0.8496,0.9409,0.7912,0.8505,0.9101
P2,National Primary Care Benefits Schedule,unspecified architecture,67.71,64.88,76.48,71.99,47.48,17.88,64.56,60.8,60.77,66.37,53.19,65.78,15.61,6.39,54.6,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,482,0.7033,0.7459,0.7287,0.1415,0.6837,0.5813,0.9262,0.7268,0.4943,0.831,0.7574,0.7705,0.6792,0.5367,0.5398,0.6183,0.0573,0.6155,0.7999,0.7828,0.8309,0.5768,0.6818
P1,Capitation reweighting plus access target,unspecified architecture,42.89,41.61,70.41,79.8,67.1,18.4,50.65,23.15,54.63,62.63,37.76,55.58,12.93,11.67,33.27,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,109,0.1447,0.714,0.3739,0.6622,0.7599,0.4623,0.9266,0.6542,0.6054,0.591,0.7626,0.7229,0.5113,0.2475,0.3387,0.6489,0.0388,0.7694,0.6212,0.6851,0.0083,0.4772,0.4467
P2,National Primary Care Benefits Schedule,unspecified architecture,68.7,67.03,75.36,69.3,47.08,20.32,64.11,62.71,59.04,63.5,52.8,63.2,18.3,6.8,53.3,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,842,0.779,0.766,0.772,0.3184,0.6931,0.4848,0.933,0.6628,0.5476,0.7227,0.7815,0.6329,0.6972,0.5939,0.5526,0.6382,0.0001,0.6279,0.8502,0.6639,0.8847,0.5605,0.612
P0,Current source-informed baseline,unspecified architecture,36.31,38.76,62.27,78.82,72.87,19.82,45.26,21.15,43.09,59.99,32.25,47.5,14.99,16.07,23.44,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,320,0.0643,0.2715,0.4109,0.5023,0.3234,0.4297,0.9974,0.4546,0.765,0.4372,0.6654,0.628,0.4709,0.2118,0.5083,0.6404,0.1842,0.7162,0.7914,0.5796,0.0032,0.3778,0.258
P4,Benefits without adequate controls,unspecified architecture,64.66,65.04,56.5,64.69,53.16,33.1,54.49,61.61,40.24,46.21,52.39,39.48,42.28,16.58,32.9,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,31,0.819,0.7845,1.0,0.2048,0.655,0.7174,0.6805,0.4528,0.7501,0.2859,0.4656,0.9745,0.263,0.2723,0.7022,0.6576,0.1185,0.8528,0.4626,0.3157,0.9149,0.2337,0.4036
P2,National Primary Care Benefits Schedule,unspecified architecture,69.95,67.3,74.03,66.92,46.84,22.29,63.46,64.22,57.78,61.12,53.19,61.63,21.19,6.63,52.99,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,920,0.8629,0.7522,0.65,0.156,0.7496,0.5747,0.8825,0.5956,0.4354,0.693,0.7352,0.6437,0.4977,0.6997,0.5062,0.6146,0.1476,0.6595,0.8406,0.6088,0.801,0.5719,0.5994
P2,National Primary Care Benefits Schedule,unspecified architecture,66.81,65.44,71.76,69.29,48.88,20.17,62.27,61.22,55.3,62.83,51.14,62.4,18.74,5.08,53.36,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,148,0.7628,0.684,0.5569,0.3287,0.6151,0.5523,0.7674,0.6371,0.4488,0.6907,0.6603,0.6555,0.5923,0.6328,0.5276,0.6928,0.1524,0.442,0.7662,0.6881,0.8966,0.521,0.7455
P1,Capitation reweighting plus access target,unspecified architecture,39.78,38.5,68.02,79.97,69.58,19.11,48.25,19.72,51.94,64.06,37.1,57.72,11.45,12.47,31.57,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,612,0.0114,0.7142,0.3166,0.5942,0.7084,0.5047,1.0,0.5644,0.5409,0.5712,0.6595,0.666,0.4622,0.3025,0.432,0.7935,0.177,0.7443,0.8324,0.6269,0.0,0.4877,0.5061
P2,National Primary Care Benefits Schedule,unspecified architecture,68.96,67.15,72.4,67.6,46.63,22.53,62.91,64.1,56.33,61.6,53.09,63.52,20.61,7.31,52.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,953,0.7912,0.7988,0.8385,0.2432,0.6663,0.4915,0.8877,0.6516,0.4277,0.7191,0.6209,0.6269,0.6896,0.5874,0.5724,0.6255,0.0538,0.5552,0.8829,0.5271,0.8024,0.5989,0.6354
P0,Current source-informed baseline,unspecified architecture,36.43,36.2,59.95,80.23,72.55,19.11,44.75,16.14,41.43,60.51,33.58,47.5,14.59,15.49,22.88,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,78,0.0292,0.2962,0.338,0.6422,0.4328,0.4663,0.9242,0.5683,0.593,0.4283,0.5142,0.7033,0.3165,0.1624,0.4747,0.701,0.1737,1.0,0.6477,0.6389,0.0507,0.3205,0.368
P3,Full upstream access architecture,unspecified architecture,78.85,74.81,76.98,69.82,35.31,15.74,71.27,73.34,60.0,72.5,67.97,78.64,11.26,2.87,67.39,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,799,0.9715,0.7839,0.7865,0.2113,0.7959,0.8881,0.5396,0.8653,0.303,0.7551,0.6299,0.7257,0.8533,0.7802,0.8431,0.7819,0.0086,0.3855,0.9412,0.8597,0.7744,0.791,0.9754
P1,Capitation reweighting plus access target,unspecified architecture,38.56,37.41,65.36,79.78,71.04,18.98,46.91,17.34,49.04,63.15,33.09,52.01,12.4,10.76,30.34,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,698,0.0459,0.691,0.2298,0.6316,0.7224,0.4319,0.7076,0.4926,0.538,0.4297,0.6709,0.6209,0.4207,0.2724,0.2649,0.7428,0.1711,0.9171,0.812,0.714,0.027,0.374,0.3925
P4,Benefits without adequate controls,unspecified architecture,68.13,66.52,58.08,62.12,50.52,36.37,55.39,64.43,41.8,42.49,54.13,38.2,43.69,15.65,34.2,Status quo equilibrium: upstream sectors are tightly managed while hospital pressure remains visible and fundable.,186,0.9095,0.6595,0.9713,0.1097,0.6894,0.6987,0.7231,0.5488,0.5893,0.486,0.3564,0.9842,0.3272,0.2339,0.6689,0.6719,0.0978,0.8712,0.3812,0.1508,0.9179,0.3482,0.1972
